Unnamed: 0,sent_id,left_context,pivot,right_context,ID,FORM,LEMMA,UPOS,XPOS,FEATS,HEAD,DEPREL,DEPS,MISC,dist
14335,53476,"Dans les mêmes termes, on considère comme définitivement ",abrogée, la loi du 21 juillet 1876.,10.0,abrogée,abroger,VERB,VERB,Gender=Fem|Number=Sing|Tense=Past|VerbForm=Part,7.0,xcomp,7:xcomp,_,2.0
223008,840853,La présente note de service ,abroge, et remplace les circulaires no 76-449 du 23 décembre 1976 et no 82-054 du 3 février 1982 précitées.,6.0,abroge,abroger,VERB,VERB,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,0.0,root,0:root,_,1.0
